"","Date","Average.Wind.Speed.ms","BottomTemp","SurfaceTemp","Month","Depth_surface","Depth_Bottom","Segment","pred_BoSuP","BoSuP"
"1",1983-01-01,1.4304,7.73297073,7.13039103385952,1,1.5,4.34523575388943,2,0.970946912863667,NA
"2",1983-01-02,2.1456,7.73297073,7.59467674814524,1,1.5,4.34523575388943,2,0.916419473982379,NA
"3",1983-01-03,3.7101,7.464399301,7.6018196052881,1,1.5,4.34523575388943,2,0.902960669376572,NA
"4",1983-01-04,3.7101,7.187256444,7.5518196052881,1,1.5,4.34523575388943,2,0.90397206621411,NA
"5",1983-01-05,3.8442,6.841542158,7.68039103385952,1,1.5,4.34523575388943,2,0.898505407990328,NA
"6",1983-01-06,2.1456,6.567256444,7.58039103385952,1,1.5,4.34523575388943,2,0.906466819456342,NA
"7",1983-01-07,3.576,6.37297073,7.43039103385952,1,1.5,4.34523575388943,2,0.884677266994144,NA
"8",1983-01-08,2.7267,6.098333689,6.98039103385952,1,1.5,4.34523575388943,2,0.917828641263614,NA
"9",1983-01-09,3.3078,5.827721931,6.34247167784146,1,1.5,4.34523575388943,2,0.892679511104387,NA
"10",1983-01-10,3.2184,5.680012764,5.77544318207698,1,1.5,4.34523575388943,2,0.887934662781653,NA
"11",1983-01-11,3.6654,5.674298478,5.41830032493413,1,1.5,4.34523575388943,2,0.901032440971328,NA
"12",1983-01-12,5.5428,5.611441335,5.02857142857143,1,1.5,4.34523575388943,2,0.990414065481191,NA
"13",1983-01-13,2.682,5.420012764,4.67857142857143,1,1.5,4.34523575388943,2,0.932687615989235,1.06666666666667
"14",1983-01-14,2.9502,5.400012764,4.70714285714286,1,1.5,4.34523575388943,2,0.905415988781647,NA
"15",1983-01-15,4.7829,5.345727049,4.70714285714286,1,1.5,4.34523575388943,2,0.973610725304704,NA
"16",1983-01-16,4.6041,5.365727049,4.3,1,1.5,4.34523575388943,2,0.943881545359615,NA
"17",1983-01-17,2.6373,5.442869906,3.97857142857143,1,1.5,4.34523575388943,2,0.93159900026068,NA
"18",1983-01-18,5.4087,5.374298478,3.71428571428571,1,1.5,4.34523575388943,2,0.995578917714878,NA
"19",1983-01-19,3.4866,4.951441335,3.17142857142857,1,1.5,4.34523575388943,2,0.904195701471509,NA
"20",1983-01-20,3.7548,4.540727842,2.5,1,1.5,4.34523575388943,2,0.940969245334845,NA
"21",1983-01-21,5.2299,4.412156414,1.87142857142857,1,1.5,4.34523575388943,2,1.00768986026866,NA
