2051,1,1,-3.584,-0.879,8.124,1.268,-7.647,5.485,-1.057,-4.261,8.24,6.559,-0.185,1.615,-1.276,3.321,-0.386,19.96,6.629,-1.674,0.467,2.969,3.979,0.514,-1.373,8.726,-0.415,1.978,5.473,6.095,-1.28,0.75,12.415,1.121
2051,1,2,-8.647,-2.691,9.069,2.919,-6.572,10.579,0.409,-4.294,6.893,10.706,-2.098,4.528,1.374,0.936,-5.068,17.019,4.239,-0.55,4.648,0.154,8.324,-0.837,-2.709,3.975,0.796,7.231,-3.319,5.545,-2.695,-0.326,13.244,2.553
2051,1,3,-3.116,-3.818,7.845,1.336,-4.504,12.082,3.313,0.355,5.626,8.07,-1.729,12.177,-2.204,-2.194,-0.356,3.197,14.723,4.451,8.948,3.53,6.726,0.319,-1.171,1.337,0.539,-4.445,-3.635,-1.844,1.849,0.861,10.175,13.95
2051,1,4,6.471,-2.313,2.567,-1.713,4.629,-0.246,2.251,1.584,5.991,4.056,-0.706,0.915,-6.079,-2.842,-2.649,1.477,2.213,8.114,8.232,5.556,12.678,-2.34,-2.371,1.693,0.929,-0.756,2.422,1.172,1.978,0.345,-5.32,9.817
2051,1,5,16.852,-0.186,1.366,-1.137,-2.558,-1.533,-1.241,1.877,-3.803,9.614,-2.744,-0.154,-2.927,0.705,-1.149,-1.991,-2.754,-0.035,8.199,1.376,18.363,-2.591,-5.518,3.435,-3.95,-0.914,1.753,14.882,-1.529,3.637,-4.745,7.472
2051,1,6,17.482,-0.664,1.352,-2.139,-2.749,-2.567,2.898,3.626,-7.603,5.517,-1.219,-3.915,-4.356,-1.504,-0.101,1.93,-3.013,-0.689,8.385,-3.448,12.314,-2.591,-5.826,-0.244,-4.075,1.717,0.9,1.387,0.989,2.612,-3.401,12.066
2051,1,7,10.676,10.791,1.843,0.92,-4.185,-1.977,5.642,-2.982,0.031,3.366,0.763,-4.255,0.997,-1.12,-0.665,0.787,6.934,5.228,-1.8,-3.422,-11.761,-8.367,-6.736,-1.956,4.855,4.015,-3.946,-0.757,-1.533,0.248,1.733,4.899
2051,1,8,-0.327,20.017,-0.204,-0.382,-6.212,0.975,5.575,-2.743,-0.196,6.812,-2.426,-1.576,3.94,-1.779,8.756,-0.754,15.544,5.688,-0.091,-3.918,-14.517,-9.65,-6.533,-0.836,7.247,0.371,-6.441,0.568,-3.031,-2.488,4.079,0.86
2051,1,9,-8.666,21.742,-2.717,0.086,-4.734,3.35,3.731,2.854,17.967,-3.856,8.121,-0.829,5.292,2.844,-1.682,1.638,5.876,10.33,0.931,-5.702,-12.938,-7.951,-3.498,4.136,-2.447,-6.942,-2.033,-0.96,-4.26,-2.405,-4.079,0.75
2051,1,10,-8.151,18.119,-1.419,0.488,-2.517,6.872,1.517,6.574,12.462,-6.025,6.537,-2.359,3.792,2.681,4.181,1.538,0.981,-0.207,2.914,-4.367,-7.634,-3.595,0.45,-0.632,-5.15,-7.206,-3.973,9.635,-1.155,-7.696,-4.496,-1.688
2051,1,11,-7.966,18.373,-0.195,5.465,-7.405,-0.361,-0.517,11.054,-3.055,-4.605,6.838,3.35,13.643,6.81,-2.198,-1.216,-3.207,1.575,1.125,-1.437,-7.954,2.023,0.841,-0.5,0.878,-8.43,-0.687,15.497,-1.774,-6.996,-0.964,-1.049
2051,1,12,-4.97,12.717,-2.944,3.526,-8.063,-0.772,3.954,8.441,-6.229,-2.997,0.674,6.08,6.762,-0.511,-6.313,-3.063,-8.043,-0.216,1.018,-1.549,-8.809,-7.118,-2.968,-0.792,1.036,-6.68,-8.386,10.693,-2.261,4.672,0.312,2.168
2051,1,13,-11.993,3.608,-3.934,3.045,2.43,-0.761,1.247,6.227,-2.731,-0.699,-1.45,5.099,-0.555,-3.694,-4.828,2.217,-8.44,-4.633,4.306,2.494,-9.965,-9.315,-1.779,-4.286,15.067,-5.873,-5.26,1.516,-4.021,-0.055,-5.291,-3.754
2051,1,14,-13.492,-3.024,-6.001,0.615,6.347,-1.913,0.635,-3.131,-1.407,0.425,0.41,-2.109,-1.548,5.165,-7.44,2.994,-1.197,-6.668,3.185,15.162,-11.696,-10.481,3.293,-1.149,11.786,-2.69,-9.663,6.562,-5.534,-1.806,-2.403,-4.499
2051,1,15,-9.065,-6.883,-2.814,-2.494,-0.42,4.746,7.13,-6.969,1.777,4.222,-4.796,-3.645,0.976,6.543,-11.361,8.673,0.382,-4.294,9.224,5.487,-5.65,-4.436,1.387,1.415,2.905,-1.664,-2.936,7.077,-5.746,-2.069,1.436,1.611
2051,1,16,-6.56,-9.296,4.978,-3.354,-0.479,0.062,7.658,-4.229,4.016,3.771,-4.315,0.527,7.875,10.305,-5.652,8.254,9.309,1.618,-1.038,-3.551,-1.653,-1.241,1.011,3.137,8.584,-0.204,-3.43,-1.146,-6.803,1.834,5.301,2.005
2051,1,17,-5.153,-0.359,9.491,-2.12,-1.04,2.204,7.083,1.511,7.098,5.236,-1.331,-4.475,6.385,6.25,5.771,15.663,10.421,1.406,-3.02,-6.247,-5.841,-4.761,2.535,2.088,4.398,6.111,2.368,0.537,-10.214,6.382,6.352,6.401
2051,1,18,-0.418,-0.176,-0.788,2.378,-4.062,9.646,17.058,1.421,2.939,9.613,-2.056,-5.991,2.704,-6.23,-7.227,9.751,5.61,-1.359,-4.416,-6.389,-17.054,-5.293,-2.353,2.563,1.886,11.235,5.39,11.932,-7.253,0.98,7.404,13.318
2051,1,19,-1.374,-7.248,-2.916,-0.538,-3.571,4.752,18.758,0.622,-1.532,12.645,-2.846,-6.374,1.85,-6.099,-6.936,7.713,9.772,-7.497,-6.203,-9.183,-17.398,-6.481,-0.79,0.249,-5.902,3.782,-2.107,13.449,1.378,-1.651,9.661,13.072
2051,1,20,-4.084,-1.223,-4.37,-2.586,-3.044,1.025,16.367,0.294,-4.144,10.599,-2.733,-8.04,-0.999,-9.754,-8.512,5.761,7.778,-12.276,-5.797,-9.894,-12.5,-3.152,0.731,1.542,-4.59,1.375,-2.273,9.788,0.362,4.16,9.41,6.652
2051,1,21,-8.293,1.372,-6.563,-1.585,-2.651,9.259,5.865,2.49,-7.306,8.548,-0.22,-3.658,2.893,-10.648,-10.743,-0.081,6.599,-5.523,-0.305,-6.389,-9.149,-0.183,-1.235,9.062,-9.917,-0.926,-7.526,4.373,4.08,4.4,12.223,5.003
2051,1,22,-3.089,-2.133,-1.274,-7.235,0.089,1.122,1.041,2.65,-2.802,8.541,6.701,-5.566,6.882,-0.756,-3.405,7.854,5.255,-0.301,-2.947,-0.777,-11.95,-7.299,6.565,16.005,-9.281,1.647,-1.7,5.263,-2.777,3.924,14.504,2.284
2051,1,23,2.556,-0.724,0.272,-5.493,0.999,0.871,3.401,8.576,-0.47,4.374,2.655,-2.926,4.244,0.92,-0.914,3.474,5.357,10.1,-4.878,2.784,-7.105,-7.495,6.583,6.505,-5.427,2.037,-5.04,-0.915,-4.756,5.521,19.721,-2.508
2051,1,24,10.082,-6.613,-1.246,-0.986,-1.866,5.543,3.578,7.367,3.5,-1.334,1.045,-2.603,2.378,2.443,5.269,-5.731,-0.231,4.163,-5.652,1.799,2.612,-7.359,0.761,5.941,-2.679,10.805,-9.459,-10.556,-3.765,0.965,20.122,-1.842
2051,1,25,9.755,-5.536,-0.173,3.822,3.31,-0.074,8.186,6.025,3.494,-3.103,5.023,0.015,2.297,-0.912,5.952,-2.933,-2.667,-4.655,-1.695,-2.228,8.948,-2.729,-0.233,-0.826,-5.704,8.635,-5.697,-9.665,-4.821,-4.018,17.928,1.714
2051,1,26,0.657,-0.801,-0.146,4.302,5.497,-1.931,10.821,9.393,6.861,-4.538,0.825,5.276,5.507,-0.308,3.555,-1.982,-1.793,-5.602,-2.203,-4.185,8.567,5.049,-3.951,-3.069,-5.287,2.265,-3.278,-9.394,-6.838,-4.236,16.927,5.439
2051,1,27,-4.259,-3.971,2.914,-0.817,-4.471,0.898,13.667,11.535,0.851,-3.718,-3.523,7.863,4.881,-6.48,3.976,-5.686,-2.795,-4.806,-1.729,-5.103,1.643,8.283,-2.77,-8.029,0.677,1.395,-1.363,-3.733,-6.987,-2.32,14.894,0.943
2051,1,28,-6.964,-5.941,-1.028,-3.7,-8.578,6.67,5.52,9.006,-9.164,0.53,2.855,1.112,2.286,-0.694,13.249,-8.977,-6.559,-0.213,0.228,-3.462,1.478,9.88,-0.513,-6.302,3.141,3.318,1.972,-1.498,-10.338,-1.057,14.618,6.414
2051,1,29,-0.945,-4.901,4.609,-0.269,-9.325,9.04,-1.531,4.249,-2.178,0.098,1.262,-3.281,0.346,-1.066,11.801,-7.755,-3.044,-1.434,0.638,-4.372,-5.567,4.409,1.779,1.636,2.183,1.072,-8.134,-1.569,-14.146,-5.588,15.063,6.757
2051,1,30,4.852,-1.457,4.654,1.269,-5.902,18.663,-4.811,2.756,-3.842,-4.556,-1.212,-0.21,-3.709,-7.417,13.203,-5.792,-3.72,6.597,0.495,-1.232,-0.248,6.475,-1.654,3.639,7.488,8.176,-10.718,-4.829,-15.771,-7.972,13.797,7.554
2051,1,31,7.01,-0.107,5.897,-3.643,-1.182,14.763,2.799,5.562,-5.389,-8.019,-2.527,0.453,-6.156,-9.509,0.271,-2.814,0.712,9.046,-6.088,1.157,5.178,11.569,3.074,-0.701,5.526,11.1,-6.891,-9.107,-17.411,0.412,3.0,10.876
2051,2,1,10.084,2.975,3.591,-5.618,-7.811,10.44,5.358,3.76,-3.759,-3.902,3.518,-1.246,-3.976,-5.523,-2.526,-0.672,1.938,5.366,1.516,0.712,0.488,14.643,5.145,-4.818,5.41,13.071,2.522,-8.268,-7.953,1.19,4.919,11.713
2051,2,2,9.87,5.989,1.947,-2.509,-7.649,8.184,7.885,8.848,-1.884,0.389,3.855,3.103,0.11,-7.084,-0.614,4.404,-0.013,-1.399,-3.487,-3.513,-2.711,5.636,1.208,6.978,-3.843,13.777,2.873,2.165,-11.533,1.555,11.662,10.345
2051,2,3,6.17,3.482,2.034,-4.286,-7.854,2.722,9.037,4.365,6.473,5.92,-3.279,12.316,4.1,-1.472,-0.749,2.654,-12.414,0.325,-1.429,-0.794,-12.687,1.368,-0.847,4.961,-2.984,6.421,4.172,4.735,-16.192,-0.222,13.092,1.427
2051,2,4,1.49,-2.703,-1.698,2.567,-3.351,3.087,12.198,-0.176,9.833,6.377,-5.59,19.216,2.69,2.149,-3.462,1.366,-10.524,6.052,-1.007,-4.018,-11.246,0.308,-2.743,2.902,-5.259,1.748,-7.196,0.021,-13.168,0.542,-0.372,-2.507
2051,2,5,3.824,-6.271,-1.456,3.467,-6.644,2.499,6.669,1.725,10.543,5.261,-4.211,17.132,1.082,-5.117,-3.836,5.165,-6.514,-0.256,5.735,-4.782,-6.746,-0.647,-6.292,2.118,5.651,0.618,-0.561,-2.685,-20.624,1.263,-4.188,4.523
2051,2,6,7.693,-7.573,-1.952,-0.303,-9.689,6.73,1.732,-1.822,8.626,-1.738,-2.58,-0.449,5.688,-0.484,-1.231,5.409,-9.229,-2.787,1.086,1.47,-8.999,-1.306,-5.68,0.318,6.208,-1.178,6.483,-0.573,-22.957,-5.751,-4.763,3.096
2051,2,7,0.748,-0.027,2.59,2.191,-2.914,8.013,-3.788,-3.567,5.605,-1.942,-4.639,-5.102,2.288,2.676,-2.748,-3.503,-7.986,-0.254,-3.779,3.098,-10.138,-1.342,-6.373,-1.42,6.784,0.293,8.668,-1.482,-14.442,-8.07,0.949,-1.194
2051,2,8,1.725,6.206,7.397,-1.748,0.77,8.497,-6.728,0.454,1.74,-1.564,-1.21,-10.679,3.189,5.3,-0.756,-1.647,-5.198,-0.425,0.136,1.748,-11.218,-7.26,-9.682,-3.581,11.231,0.405,4.734,-3.971,-15.27,-12.88,10.276,-0.973
2051,2,9,0.263,-2.851,3.193,-0.396,1.627,9.327,-0.691,4.616,2.35,0.795,-4.545,-7.136,3.464,10.413,-2.491,-4.664,-2.697,-4.301,-7.244,2.59,-6.115,-9.655,-9.712,-1.139,8.133,0.614,-8.267,-3.333,-11.76,-8.691,16.147,1.881
2051,2,10,-4.131,-3.33,0.034,-0.19,4.761,9.875,0.687,-1.789,3.052,5.552,0.178,5.016,7.364,3.749,-3.765,-1.787,0.028,-3.924,-6.325,2.975,-11.847,0.403,-0.119,2.0,0.828,5.369,-4.79,-0.269,-5.478,-6.051,18.281,0.712
2051,2,11,0.528,-2.424,-7.835,-0.041,-6.371,3.623,6.08,-4.277,-5.487,5.859,4.903,10.405,8.755,11.578,-8.261,-1.066,0.107,-4.936,-9.244,-0.841,-11.323,3.548,2.218,3.193,-3.199,7.877,-0.088,-5.173,-7.834,-8.188,8.223,1.539
2051,2,12,2.172,-1.171,-3.256,-0.535,-5.093,0.922,8.104,-4.015,-4.501,9.815,7.614,9.145,7.922,4.744,-6.05,-2.97,-5.888,-9.101,0.064,-1.834,-3.584,-3.048,2.235,-0.523,1.64,4.282,1.86,-3.293,-6.349,-2.902,3.164,-0.276
2051,2,13,6.939,-2.066,-0.351,-1.775,8.427,6.605,12.683,-5.013,-2.247,6.243,11.935,1.513,7.248,6.825,3.337,-4.153,-4.523,-9.081,1.944,-1.056,7.025,-6.166,0.229,-2.492,3.014,2.138,-2.362,3.712,-1.139,-3.07,2.055,-3.696
2051,2,14,7.146,0.53,-3.456,2.967,5.629,1.025,10.679,-5.825,-3.372,2.623,7.426,-1.48,10.392,10.069,7.605,-4.092,-8.154,-5.426,2.176,7.808,5.847,-5.911,4.034,2.303,4.073,1.328,3.056,4.17,-2.082,3.125,0.299,1.195
2051,2,15,-5.168,2.916,-4.526,4.941,-6.839,-0.093,1.924,-6.729,-0.123,0.226,2.526,0.008,2.604,10.606,1.842,-1.111,-0.939,-3.649,-13.012,-0.173,3.061,-1.669,-1.74,8.089,2.303,2.863,6.861,2.158,-7.332,3.474,3.679,-1.606
2051,2,16,-8.457,3.351,1.447,3.383,-4.958,-2.423,3.377,-3.898,6.466,0.148,15.674,2.388,0.427,13.884,-0.532,0.332,5.851,-5.487,-15.688,-5.425,5.642,-0.153,2.141,14.018,2.546,-1.794,4.868,-1.516,-11.124,3.749,7.374,5.137
2051,2,17,-7.927,7.146,-3.867,-3.029,7.457,-3.287,0.454,-4.043,6.953,2.271,10.77,7.75,-0.825,12.423,2.423,2.23,5.464,-1.327,-11.479,-3.533,10.065,-0.034,4.72,13.926,3.168,-4.142,6.523,2.578,-12.825,3.654,3.46,8.109
2051,2,18,-1.037,10.788,-3.237,-0.603,14.911,-1.72,-1.896,-0.262,9.755,14.978,12.05,15.259,-7.33,15.33,1.872,-3.657,0.858,0.735,-4.299,2.44,10.519,0.512,8.383,12.671,9.252,-4.168,13.152,-0.238,-8.673,1.976,5.58,11.461
2051,2,19,-9.642,10.269,-0.424,1.906,2.797,1.329,-1.67,1.152,-4.405,8.483,8.91,15.165,-11.753,14.114,-1.635,-1.02,0.244,-2.115,2.036,3.206,14.704,-1.999,2.407,12.476,8.477,-3.32,17.822,1.752,-3.961,-0.656,6.662,10.149
2051,2,20,-2.982,12.312,-0.071,2.709,-2.952,6.207,1.711,-0.71,-4.933,8.237,6.685,11.182,-8.705,2.035,-5.19,-1.312,11.15,-9.406,4.901,-1.448,10.644,4.043,3.136,13.392,9.547,-2.593,17.959,9.728,-5.731,-4.488,9.717,13.428
