"","Date","Average.Wind.Speed.ms","BottomTemp","SurfaceTemp","Month","Depth_surface","Depth_Bottom","Segment","pred_BoSuP","BoSuP"
"1",1983-01-01,1.4304,7.73297073,7.13039103385952,1,1.5,5.85024740265677,4,1.29309315479414,NA
"2",1983-01-02,2.1456,7.73297073,7.59467674814524,1,1.5,5.85024740265677,4,1.28740398019718,NA
"3",1983-01-03,3.7101,7.464399301,7.6018196052881,1,1.5,5.85024740265677,4,1.12793010696405,NA
"4",1983-01-04,3.7101,7.187256444,7.5518196052881,1,1.5,5.85024740265677,4,1.12848337054608,NA
"5",1983-01-05,3.8442,6.841542158,7.68039103385952,1,1.5,5.85024740265677,4,1.12614187730008,NA
"6",1983-01-06,2.1456,6.567256444,7.58039103385952,1,1.5,5.85024740265677,4,1.28247240586345,NA
"7",1983-01-07,3.576,6.37297073,7.43039103385952,1,1.5,5.85024740265677,4,1.11970912617994,NA
"8",1983-01-08,2.7267,6.098333689,6.98039103385952,1,1.5,5.85024740265677,4,1.23331092618414,NA
"9",1983-01-09,3.3078,5.827721931,6.34247167784146,1,1.5,5.85024740265677,4,1.13693211357617,NA
"10",1983-01-10,3.2184,5.680012764,5.77544318207698,1,1.5,5.85024740265677,4,1.15497108561271,NA
"11",1983-01-11,3.6654,5.674298478,5.41830032493413,1,1.5,5.85024740265677,4,1.14815546324735,NA
"12",1983-01-12,5.5428,5.611441335,5.02857142857143,1,1.5,5.85024740265677,4,1.27800675813254,NA
"13",1983-01-13,2.682,5.420012764,4.67857142857143,1,1.5,5.85024740265677,4,1.31216761824108,2.4
"14",1983-01-14,2.9502,5.400012764,4.70714285714286,1,1.5,5.85024740265677,4,1.22953547313023,NA
"15",1983-01-15,4.7829,5.345727049,4.70714285714286,1,1.5,5.85024740265677,4,1.26864161366691,NA
"16",1983-01-16,4.6041,5.365727049,4.3,1,1.5,5.85024740265677,4,1.23133079857631,NA
"17",1983-01-17,2.6373,5.442869906,3.97857142857143,1,1.5,5.85024740265677,4,1.29443215536066,NA
"18",1983-01-18,5.4087,5.374298478,3.71428571428571,1,1.5,5.85024740265677,4,1.27127175143205,NA
"19",1983-01-19,3.4866,4.951441335,3.17142857142857,1,1.5,5.85024740265677,4,1.16256345829687,NA
"20",1983-01-20,3.7548,4.540727842,2.5,1,1.5,5.85024740265677,4,1.22356563712282,NA
"21",1983-01-21,5.2299,4.412156414,1.87142857142857,1,1.5,5.85024740265677,4,1.31280637443755,NA
"22",1983-01-22,4.5147,4.515013556,1.7,1,1.5,5.85024740265677,4,1.23002296136196,NA
"23",1983-01-23,3.1737,4.632156414,1.57857142857143,1,1.5,5.85024740265677,4,1.2149419605979,NA
"24",1983-01-24,3.0843,4.643584985,1.37857142857143,1,1.5,5.85024740265677,4,1.22276352999173,NA
"25",1983-01-25,2.1456,4.677870699,0.992857142857143,1,1.5,5.85024740265677,4,1.36679344614591,NA
"26",1983-01-26,1.9668,4.735013556,0.9,1,1.5,5.85024740265677,4,1.36030232898754,NA
"27",1983-01-27,3.8889,4.669299271,1.25,1,1.5,5.85024740265677,4,1.20118834639028,NA
"28",1983-01-28,5.5428,4.469299271,1.37857142857143,1,1.5,5.85024740265677,4,1.31775464547487,NA
"29",1983-01-29,1.9668,4.206442128,1.28571428571429,1,1.5,5.85024740265677,4,1.37482809945632,NA
"30",1983-01-30,2.9055,4.071274385,1.94285714285714,1,1.5,5.85024740265677,4,1.26092721781553,NA
"31",1983-01-31,1.9668,3.88732013,2.59285714285714,1,1.5,5.85024740265677,4,1.38845274077758,NA
"32",1983-02-01,3.2184,3.724462987,3.32857142857143,2,1.5,5.78243623357495,4,1.14385413375014,NA
"33",1983-02-02,4.7382,3.842857143,4.66428571428571,2,1.5,5.78243623357495,4,1.21393825964105,NA
"34",1983-02-03,4.2912,3.96,5.56428571428571,2,1.5,5.78243623357495,4,1.10763377952143,NA
"35",1983-02-04,3.8442,3.991428571,5.76428571428571,2,1.5,5.78243623357495,4,1.09184546330425,NA
"36",1983-02-05,2.6373,3.851428571,5.47142857142857,2,1.5,5.78243623357495,4,1.18420348477884,NA
"37",1983-02-06,2.682,3.682857143,5.22142857142857,2,1.5,5.78243623357495,4,1.18174453908784,NA
"38",1983-02-07,3.4866,3.648571429,5.11428571428571,2,1.5,5.78243623357495,4,1.10604596194195,NA
"39",1983-02-08,2.8161,3.634285714,4.94285714285714,2,1.5,5.78243623357495,4,1.17602073776617,NA
"40",1983-02-09,1.5645,3.591428571,4.82142857142857,2,1.5,5.78243623357495,4,1.31359797533039,NA
"41",1983-02-10,3.2631,3.525714286,4.72142857142857,2,1.5,5.78243623357495,4,1.12813230860393,NA
"42",1983-02-11,6.4815,3.257142857,4.4,2,1.5,5.78243623357495,4,1.24047970969651,NA
"43",1983-02-12,2.7714,3.048571429,4.08571428571429,2,1.5,5.78243623357495,4,1.1850946078595,NA
"44",1983-02-13,3.8442,2.897142857,3.40714285714286,2,1.5,5.78243623357495,4,1.14675082603245,NA
"45",1983-02-14,7.6437,2.76,2.95714285714286,2,1.5,5.78243623357495,4,1.25856137668433,NA
"46",1983-02-15,1.8327,2.665714286,2.77142857142857,2,1.5,5.78243623357495,4,1.34937838124963,NA
"47",1983-02-16,2.7267,2.762857143,2.32857142857143,2,1.5,5.78243623357495,4,1.27961840308571,NA
"48",1983-02-17,3.8442,3.045714286,2.39285714285714,2,1.5,5.78243623357495,4,1.19148855391965,NA
"49",1983-02-18,2.5032,3.142857143,2.58571428571429,2,1.5,5.78243623357495,4,1.2702888420354,NA
"50",1983-02-19,2.0115,3.205714286,3.09285714285714,2,1.5,5.78243623357495,4,1.32604605998784,NA
"51",1983-02-20,2.6373,3.397142857,3.58571428571429,2,1.5,5.78243623357495,4,1.22557607792001,NA
"52",1983-02-21,2.1009,3.631428571,3.93571428571429,2,1.5,5.78243623357495,4,1.31616460081349,NA
"53",1983-02-22,2.5032,4.025714286,4.69285714285714,2,1.5,5.78243623357495,4,1.24768425895397,0.714285714285714
"54",1983-02-23,2.8608,4.474285714,5.37857142857143,2,1.5,5.78243623357495,4,1.14410384344527,NA
"55",1983-02-24,2.682,4.785714286,5.65,2,1.5,5.78243623357495,4,1.1697816984805,NA
"56",1983-02-25,3.7548,4.9,5.97857142857143,2,1.5,5.78243623357495,4,1.0623599736423,NA
